"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"30236115-1";"Mémoire vive graphique synchrone (SGRAM)";"30236115";8;"3|302|3023|30236|302361|3023611";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers|Matériel d'extension de mémoire|Mémoire vive (RAM)"
"30236120-9";"Mémoire morte (ROM)";"3023612";7;"3|302|3023|30236|302361";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers|Matériel d'extension de mémoire"
"30236121-6";"Mémoire morte programmable (PROM)";"30236121";8;"3|302|3023|30236|302361|3023612";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers|Matériel d'extension de mémoire|Mémoire morte (ROM)"
"30236122-3";"Mémoire morte reprogrammable (EPROM)";"30236122";8;"3|302|3023|30236|302361|3023612";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers|Matériel d'extension de mémoire|Mémoire morte (ROM)"
"30236123-0";"Mémoire morte reprogrammable électroniquement (EEPROM)";"30236123";8;"3|302|3023|30236|302361|3023612";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers|Matériel d'extension de mémoire|Mémoire morte (ROM)"
"30236200-4";"Matériel de traitement de données";"302362";6;"3|302|3023|30236";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Matériel informatique divers"
"30237000-9";"Pièces, accessoires et fournitures pour ordinateurs";"30237";5;"3|302|3023";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique"
"30237100-0";"Parties et pièces d'ordinateurs";"302371";6;"3|302|3023|30237";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs"
"30237110-3";"Interfaces de réseau";"3023711";7;"3|302|3023|30237|302371";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs"
"30237120-6";"Bornes d'entrée";"3023712";7;"3|302|3023|30237|302371";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs"
"30237121-3";"Ports infrarouges de série";"30237121";8;"3|302|3023|30237|302371|3023712";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Bornes d'entrée"
"30237130-9";"Cartes informatiques";"3023713";7;"3|302|3023|30237|302371";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs"
"30237131-6";"Cartes électroniques";"30237131";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237132-3";"Bus série universel (USB)";"30237132";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237133-0";"Adaptateurs et interfaces PCMCIA (Personal Computer Memory Card International Association)";"30237133";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237134-7";"Cartes accélératrices graphiques";"30237134";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237135-4";"Cartes d'interface réseau";"30237135";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237136-1";"Cartes audio";"30237136";8;"3|302|3023|30237|302371|3023713";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs|Cartes informatiques"
"30237140-2";"Cartes mères";"3023714";7;"3|302|3023|30237|302371";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Parties et pièces d'ordinateurs"
"30237200-1";"Accessoires informatiques";"302372";6;"3|302|3023|30237";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs"
"30237210-4";"Écrans antireflet";"3023721";7;"3|302|3023|30237|302372";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques"
"30237220-7";"Tapis de souris";"3023722";7;"3|302|3023|30237|302372";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques"
"30237230-0";"Caches";"3023723";7;"3|302|3023|30237|302372";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques"
"30237240-3";"Caméra web";"3023724";7;"3|302|3023|30237|302372";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques"
"30237250-6";"Accessoires de nettoyage pour ordinateur";"3023725";7;"3|302|3023|30237|302372";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques"
"30237251-3";"Kits de nettoyage pour ordinateur";"30237251";8;"3|302|3023|30237|302372|3023725";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques|Accessoires de nettoyage pour ordinateur"
"30237252-0";"Aspirateurs pneumatiques pressurisés";"30237252";8;"3|302|3023|30237|302372|3023725";"Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels|Matériel et fournitures informatiques|Matériel informatique|Pièces, accessoires et fournitures pour ordinateurs|Accessoires informatiques|Accessoires de nettoyage pour ordinateur"
